#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assignee,Updated,Category,Target version,Start date,Due date,Estimated time,Spent time,% Done,Created,Closed,Related issues,Function Category,Rank,Actual Start Date,Actual Due Date,External Id,FS Update,FS Update Category,Schedule Impact,Estimated Impact,Actual Impact,Current Assignee,Discovered Test Process,Occurrence Condition,Cause Identified on,Cause Classification,Insertion Phase,Related member,Completion Condition,Assignee on Vendor side,Free text_1,Free text_2,Free text_3,Free numeric value_1,Free numeric value_2,Free numeric value_3,Private,Description
7003,4865_Post DRAGON Core Development,Bug,"",In Progress,Normal,"S029:Validations(Suspended,Diff,OCF) are wrongly performed for Buyer Group having horizon=3 ,in grid for final stage. (Indicus_396)",NIKHIL RUIKAR,NIROSHA THIYAGARAJAN,04/01/2016 07:12 PM,"","",03/30/2016,04/01/2016,"",0,30,03/30/2016 10:06 AM,"","",Screen / ??,A,"","",S029,No,"",No,"","",RNTBCI,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"S029:Validations(Suspended,Diff,OCF) are wrongly performed for Buyer Group having horizon=3 in grid for final stage. 

1.Validation column should not get validated if (Suspended,Diff,OCF) is NG in N+3 onwards production months for Buyer Group having horizon=3 in grid for final stage. "
7002,4865_Post DRAGON Core Development,Bug,"",Resolved,High,S028: Regression Issues(Indicus_501),NIKHIL RUIKAR,NIKHIL RUIKAR,04/04/2016 03:28 PM,"","",03/30/2016,04/07/2016,"",0,80,03/30/2016 09:59 AM,"","",Screen / ??,A,"","",S028,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","",Regression,"","","","","",No,"S028: Regression Issues
1.Search operation getting aborted if clicked on other tab and on returning to this screen.
2.Strange error shown during testing.
3.Search operation taking lot of time.
4.Values in all combos related to POR 66 are shown for different POR also.

PFA file as well as server log."
6995,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,"B000010: When no data found for the pOR for Wkly Process, message says no data found TRN_WKLY_ORD",SAMBIT BEDANTA,SAMBIT BEDANTA,03/31/2016 12:54 PM,"","",03/29/2016,03/29/2016,"",0,100,03/30/2016 03:19 AM,03/31/2016 12:54 PM,"",Batch / ???,C,03/29/2016,03/29/2016,B000010,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/29/2016,Bug / ??,Design,SAMBIT BEDANTA,"","",JT,"",LOT3#3,"","","",No,"B000010: When no data found for the pOR for Wkly Process, message says no data found TRN_WKLY_ORD

But TRN_WKLY_ORDR is not used for this batch.
Only OSEI_MST and TRN_LGCL_PPLN tables are used."
6994,4865_Post DRAGON Core Development,Bug,"",Closed,High,B000040- Batch is not running for full horizon,SURENDRAN PALANISAMY,ANANTHA KRISHNAN,03/31/2016 07:55 PM,"","",03/29/2016,03/30/2016,"",0,100,03/29/2016 11:28 PM,03/31/2016 07:55 PM,"",Batch / ???,A,03/29/2016,"",B000040,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT3#3,"","","",No,"Execute the batch horizon as F and check for the insertion.

Batch ende with exception"
6993,4865_Post DRAGON Core Development,Bug,"",Closed,High,B000040-Insertion is happening for one month for all scenarios.,SURENDRAN PALANISAMY,ANANTHA KRISHNAN,03/31/2016 12:10 PM,"","",03/29/2016,03/30/2016,"",0,100,03/29/2016 11:27 PM,03/31/2016 12:10 PM,"",Batch / ???,A,03/29/2016,"",B000040,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT3#3,"","","",No,"Execute the batch with horizon as 3 and check for the insertion.

Batch is inserting for one month only.
"
6992,4865_Post DRAGON Core Development,Bug,"",Closed,High,B000010:Ex-No Creation Wrong when Carry Over fg is Y EX NO VALUE is M,SAMBIT BEDANTA,SAMBIT BEDANTA,03/30/2016 09:00 PM,"","",03/29/2016,03/30/2016,"",0,100,03/29/2016 11:00 PM,03/30/2016 09:00 PM,"",Batch / ???,B,03/29/2016,03/30/2016,B000010,No,"",No,"","",RNTBCI,?????/Joint test,normal,"",Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT3#3,"","","",No,"As per the design, it should select the 1st value of existing Ex-No-Ex-No+1
i.e. A0001 -->A0002

Actual : A0001 --> A0011"
6989,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,"B000010: Updtd By is NUll, when Update operaton is success",SAMBIT BEDANTA,SAMBIT BEDANTA,03/30/2016 07:30 PM,"","",03/29/2016,03/30/2016,"",0,100,03/29/2016 10:45 PM,03/30/2016 07:30 PM,"",Batch / ???,C,03/29/2016,03/30/2016,B000010,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT3#3,"","","",No,Updtd by column is NULL
6988,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,[S047] - 11009-10276: File not Downloading automatically when POR is Wrong,Testlink System,MOHANADEEPA CHANDRAN,03/31/2016 09:13 PM,"","",03/29/2016,03/29/2016,"",0,100,03/29/2016 09:53 PM,03/31/2016 09:13 PM,"",Screen / ??,C,03/29/2016,03/30/2016,S047,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT3#8,"","","",No,"1) Navigate to S047 --> Choose POR and Production Month --> Click on search
2) Choose Record from Result grid --> Click on ""Daily OCF D/L"" 
3) Change any POR which is not existed in MST_POR.

Actual: Nothing happens.
Expected: It should download automatically and It should display Error message

Note: Kindly implement the same validations for Feature code, Frame code, Car series, Prod Month, Prod week, Prod Day, OCF Region, OCF Buyer Group Code, Constant day and Confirmation message for Success/Fail."
6987,4865_Post DRAGON Core Development,Bug,"",Closed,High,"Lot3: S082 - Draft order 1, Draft order 2, final order 1, final order 2 are mis placed in downloaded file.",BALASABAPATHY DHANAKOTI,BALASABAPATHY DHANAKOTI,03/29/2016 11:14 PM,"","",03/29/2016,03/29/2016,"",0,100,03/29/2016 08:53 PM,03/29/2016 11:14 PM,"",Screen / ??,B,03/29/2016,03/29/2016,S082,No,"",No,"","",RNTBCI,?????/Joint test,Abnormal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",Lot3#3,"","","",No,"1. Execute the S082 query
2. Enter url: http://10.244.24.90:8080/iOTDDRAGON/S082.jsf
3. Select a POR, enter start from and to date.
4. Click Download

Expected: Draft order 1, Draft order 2, final order 1, final order 2 should appear for corresponding dates.
Actual: Draft order 1, Draft order 2, final order 1, final order 2 are mis placed."
6986,4865_Post DRAGON Core Development,Bug,"",Closed,High,B00040-Null pointer exception,SURENDRAN PALANISAMY,ANANTHA KRISHNAN,03/29/2016 11:22 PM,"","",03/29/2016,03/31/2016,"",0,100,03/29/2016 08:51 PM,03/29/2016 11:22 PM,"",Batch / ???,A,03/29/2016,"",B000040,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT3#3,"","","",No,"Execute the batch and check for the insertion and report generation.

Batch ended with null pointer exception"
6984,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,S082-Download file-Issued by and Issued Date information missing,RAJESHBABU NUTHI,RAJESHBABU NUTHI,03/30/2016 03:44 PM,"","",03/29/2016,03/29/2016,"",0,100,03/29/2016 07:53 PM,03/30/2016 03:44 PM,"",Screen / ??,C,03/29/2016,03/29/2016,S082,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","","","","","","","",No,"1.Select POR,Timezone,Start from to date and click download

Expected: Records download in .xlsx format and data should be displayed asper design document format
Actual:Download file-Issued by and Issued Date information missing
"
6983,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,[S036] - Production Month (To) is marked as mandatory,PAVANI PINNAKA,PAVANI PINNAKA,03/30/2016 06:38 PM,"","",03/29/2016,03/29/2016,"",0,100,03/29/2016 07:40 PM,03/30/2016 06:38 PM,"",Screen / ??,B,03/29/2016,03/29/2016,S036,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"",LOT3#8,"","","",No,"Navigate to S036 --> Choose POR --> Click on search --> Check Production Month (To).

Actual: Marked as mandatory
Expected: It should not marked mandatory as per Design.

Note: If it is mandatory, Kindly update the Design document."
6982,4865_Post DRAGON Core Development,Issue,"",Closed,Normal,[S036] -No validation done for production months in Production Month- FROM and TO,PAVANI PINNAKA,MOHANADEEPA CHANDRAN,03/31/2016 09:20 PM,"","",03/29/2016,"","",0,100,03/29/2016 07:35 PM,03/31/2016 09:20 PM,"",Screen / ??,B,03/29/2016,03/29/2016,S036,"","",No,"","",RNTBCI,"","","","","","","","",UT,"","","","","",No,"Open Design document for S036.
Production month (From) is marked as mandatory in Screen Layout sheet
Production month (From) is marked as an optional in Screen Definition sheet
Kindly confirm."
6981,4865_Post DRAGON Core Development,Bug,"",Closed,High,Lot3: S082 - Draft order 1 data doesn't gets displayed in downloaded file,BALASABAPATHY DHANAKOTI,PACKIALAKSHMI RAMAR,03/29/2016 11:18 PM,"","",03/29/2016,03/29/2016,"",0,100,03/29/2016 07:19 PM,03/29/2016 11:18 PM,"",Screen / ??,A,03/29/2016,03/29/2016,S082,No,"",No,"","",RNTBCI,?????/Joint test,Abnormal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",Lot3#3,"","","",No,"1. Make sure the data exists in MST_WK_NO_CLNDR, MST_JOB, MST_JOBSTERAM, MST_JOBSTRM_COMBNTN, TRN_JOBSTRM_SHDL
2. Login as GSV, Exporter,RHQ
3. Select the POR, enter start from and to date.
4. Click Download button.

Expected: Records should get loaded for DRAFT_ORDER_1, DRAFT_ORDER_2, FINAL_ORDER_1, FINAL_ORDER_2.
Actual: Records for DRAFT_ORDER_1 is not getting downloaded."
6980,4865_Post DRAGON Core Development,Bug,"",New,Normal,Common - Progress looses if window is minimized.,NIKHIL RUIKAR,NIROSHA THIYAGARAJAN,03/31/2016 09:30 PM,"","",03/29/2016,04/05/2016,"",0,0,03/29/2016 07:00 PM,"","",Screen / ??,B,"","",Common Screens,No,"",No,"","",RNTBCI,?????/Integration Test,normal,"",Bug / ??,Implementation,"","","","","","","","","",No,"click on button where progress bar is implemented
before progress is not completed minimize the window 
Reopen the window

After reopening the window progress is lost. 
and if any other action is performed after this then error message occures"
6977,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,B000047- Batch is getting updated even batch terminated with no data data found,SURENDRAN PALANISAMY,SURENDRAN PALANISAMY,03/30/2016 08:26 PM,"","",03/29/2016,03/30/2016,"",0,100,03/29/2016 05:40 PM,03/30/2016 08:26 PM,"",Batch / ???,B,03/29/2016,"",B000047,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT3#3,"","","",No,"Execute the batch with no data in week no calender.
Batch should be stopped by updating the error message.(Working fine).

Next batch insertion/updation process  should be rolled back.

Actual:
Batch is updating data in both logical and physical pipeline trn."
6975,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,"[S082]-Once OTBP Type code value select from dropdown,Sender/Receiver value reset automatically",RAJESHBABU NUTHI,RAJESHBABU NUTHI,03/29/2016 06:42 PM,"","",03/29/2016,03/29/2016,"",0,100,03/29/2016 05:28 PM,03/29/2016 06:42 PM,"",Screen / ??,B,03/29/2016,03/29/2016,S082,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","","","","","","","",No,"
1.Select POR and Sender/Receiver value
2.Select value from OTBP Type code dropdown

Expected: OTBP Type code value should be selected from drop down

Actual: Once OTBP Type code value select from dropdown, Sender/Receiver value reset automatically
"
6973,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,[S047] - Record color highlated for Non 00 Frame code when difference is negative,PAVANI PINNAKA,KANNAN NAGARA,03/29/2016 08:59 PM,"","",03/29/2016,03/29/2016,"",0,100,03/29/2016 04:58 PM,03/29/2016 08:59 PM,"",Screen / ??,C,03/29/2016,03/29/2016,S047,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"","","","","",No,"Check for Non 00 Frame code when difference is negative

Actual: Record is highlighting
Expected: Record should not highlighted only Column should high late in pink color."
6972,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,[S047] - Empty result grid when no data found,PAVANI PINNAKA,KANNAN NAGARA,03/29/2016 08:12 PM,"","",03/29/2016,03/29/2016,"",0,100,03/29/2016 04:49 PM,03/29/2016 08:12 PM,"",Screen / ??,C,03/29/2016,03/29/2016,S047,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"","","","","",No,"Choose POR, OTBM --> Click on search(Result grid should have at least one record)
Choose POR, OTBM --> Click on search(Result grid should not have any records)
Observe Result Grid.

Actual: Result grid outline is displaying
Expected: It should not display."
6970,4865_Post DRAGON Core Development,Bug,"",Closed,High,B000047- Report creation logic and updation logic,SURENDRAN PALANISAMY,SURENDRAN PALANISAMY,03/30/2016 10:25 PM,"","",03/29/2016,03/31/2016,"",0,100,03/29/2016 04:32 PM,03/30/2016 10:25 PM,"",Batch / ???,A,03/29/2016,"",B000047,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/29/2016,Bug / ??,Implementation,SANGEETHA RAGHUNATHAN,"","",JT,"",LOT3#3,"","","",No,"Execute the batch with allocation value 1 as 1,4 and error case option as 2,3.

1. Whether error report will be processed for 2,3 or not. in design document it is mentioned as it will be processed.
2.Vin seq now  updation is getting failed  when  allocation will be 4.

"
6968,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,[S082]-Download file-Instead of POR_Description value displayed only POR value,RAJESHBABU NUTHI,RAJESHBABU NUTHI,03/29/2016 11:06 PM,"","",03/29/2016,03/29/2016,"",0,100,03/29/2016 04:00 PM,03/29/2016 11:06 PM,"",Screen / ??,C,03/29/2016,03/29/2016,S082,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","","","","","","","",No,"1.Select POR,Timezone,Start from to date and click download

Expected: Records download in .xlsx format and data should be displayed asper design document format
Actual:
1.Download file-Instead of POR_Description value displayed only POR value
"
6966,4865_Post DRAGON Core Development,Bug,"",Closed,High,[S082]-Select start From and To month value not restricted,RAJESHBABU NUTHI,RAJESHBABU NUTHI,03/29/2016 06:19 PM,"","",03/29/2016,03/29/2016,"",0,100,03/29/2016 03:23 PM,03/29/2016 06:19 PM,"",Screen / ??,B,03/29/2016,03/29/2016,S082,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","","","","","","","",No,"
1.Select start From and To value(2004-01 to 2004-99)

Expected: Select start From and To month value should be restricted (2004-01 to 2004-12).

Actual: Select start From and To month value not restricted, it allows up to 99 months
"
6965,4865_Post DRAGON Core Development,Bug,"",Resolved,High,B051- Batch Stopped,HARIHARAKUMARAN SOLAISAMY,HARIHARAKUMARAN SOLAISAMY,03/29/2016 08:29 PM,"","",03/29/2016,"","",0,80,03/29/2016 02:48 PM,"","",Batch / ???,A,"","",B000051,No,"",No,"","",NML,?????/Integration Test,normal,"",Faulty Data / ?????,"",ARIF AHMED,"","","","","","","","",No,"B051- Batch Stopped , due to below reason
2016-03-29 12:07:16 ERROR UpdateBuyerGrpOCFProcess:130 - executeProcess - M00160 : B000051: There is no  Buyer Group lavel usage for POR_CD =06 in LOGICAL_PIPELINE_TRN-Table.So Batch Stopped 
2016-03-29 12:07:16 INFO  CommonUtil:704 - stopBatch - Batch Stopped.

but records are available in Logical pipeline transaction table.

Please find the attached evidence and log files in the below path..
http://nissan-asia-workspace.share.jp.nissan.biz/IS/Prj4178/Shared%20Documents/1.%20Implementation/20_Make/50_IS%20Test%20Deliverables/01_LOT1/C2-Cycle/b51error.zip

In Query , we are getting data If we exclude the Buyer_Weekly Usage trn(Which created by this batch) .
Please find the attached screen shot.
"
6963,4865_Post DRAGON Core Development,Bug,"",Closed,High,[S082]-Thrown irrelevant error messages while selecting value from OTBP Type code dropdown,RAJESHBABU NUTHI,RAJESHBABU NUTHI,03/29/2016 11:25 PM,"","",03/29/2016,03/29/2016,"",0,100,03/29/2016 02:33 PM,03/29/2016 11:25 PM,"",Screen / ??,B,03/29/2016,03/29/2016,S082,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","","","","","","","",No,"
Navigate to Screen82---->

1.Select POR and Timezone
2.Select value from OTBP Type code dropdown by using keyboard up and down arrows

Expected: OTBP Type code value should be selected from drop down

Actual: Thrown irrelevant error messages while selecting value from OTBP Type code dropdown

Note: I am trying to reproduce the above scenario,Out of 6 times issue observed 2 times."
6959,4865_Post DRAGON Core Development,Bug,"",Closed,High,"[S082]-Once OTBP Type code value select from dropdown,Timezone value reset automatically",RAJESHBABU NUTHI,RAJESHBABU NUTHI,03/29/2016 06:25 PM,"","",03/29/2016,03/29/2016,"",0,100,03/29/2016 02:03 PM,03/29/2016 06:25 PM,"",Screen / ??,B,03/29/2016,03/29/2016,S082,No,"",No,"","",RNTBCI,?????/Joint test,Abnormal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","","","","","","","",No,"1.Select POR and Timezone
2.Select value from OTBP Type code dropdown

Expected: OTBP Type code value should be selected from drop down

Actual: Once OTBP Type code value select from dropdown,Timezone value reset automatically."
6958,4865_Post DRAGON Core Development,Bug,"",Closed,High,B000047-SQL grammer exception,SURENDRAN PALANISAMY,SANGEETHA RAGHUNATHAN,03/29/2016 05:58 PM,"","",03/29/2016,03/29/2016,"",0,100,03/29/2016 02:01 PM,03/29/2016 05:58 PM,"",Batch / ???,A,03/29/2016,"",B000047,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT3#3,"","","",No,"Execute the batch and check for the insertion and cration of report.
batch ended with exception.

"
6955,4865_Post DRAGON Core Development,Bug,"",Closed,High,"[S082]-Once OTBP Type code value select from dropdown, select From text box value reset automatically",RAJESHBABU NUTHI,RAJESHBABU NUTHI,03/29/2016 06:37 PM,"","",03/29/2016,03/29/2016,"",0,100,03/29/2016 01:45 PM,03/29/2016 06:37 PM,"",Screen / ??,B,03/29/2016,03/29/2016,S082,No,"",No,"","",RNTBCI,?????/Joint test,Abnormal,03/29/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","","","","","","","",No,"
1.Select POR,Timezone,Start from and TO date
2.Select value from OTBP Type code dropdown

Expected: OTBP Type code value should be selected from drop down

Actual: Once OTBP Type code value select from dropdown, select From text box value reset automatically."
6953,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,S023 - Allocation value changed after OTBM is changed,NIKHIL RUIKAR,NIKHIL RUIKAR,04/04/2016 11:19 AM,"","",03/29/2016,04/01/2016,"",0,100,03/29/2016 11:54 AM,04/04/2016 11:19 AM,"",Screen / ??,B,"","",S023,No,"",No,"","",NML,?????/Integration Test,normal,"","","","","","",Regression,"","","","","",No,"allocation value is changed after changing OTBM, without clicking on search. 
This is misleading to user.

Please check other unwanted changes after changing OTBM."
